
        flag,name,capital,region,subregion,population,area,timezones
        https:\/\/restcountries.eu\/data\/afg.svg,Afghanistan,Kabul,Asia,Southern Asia,27657145,652230.0,
      UTC+04:30
    
,,,,,,,
https:\/\/restcountries.eu\/data\/ala.svg,Åland Islands,Mariehamn,Europe,Northern Europe,28875,1580.0,
      UTC+02:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/alb.svg,Albania,Tirana,Europe,Southern Europe,2886026,28748.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/dza.svg,Algeria,Algiers,Africa,Northern Africa,40400000,2381741.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/asm.svg,American Samoa,Pago Pago,Oceania,Polynesia,57100,199.0,
      UTC-11:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/and.svg,Andorra,Andorra la Vella,Europe,Southern Europe,78014,468.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/ago.svg,Angola,Luanda,Africa,Middle Africa,25868000,1246700.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/aia.svg,Anguilla,The Valley,Americas,Caribbean,13452,91.0,
      UTC-04:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/ata.svg,Antarctica,,Polar,,1000,1.4E7,
      UTC-03:00
      UTC+03:00
      UTC+05:00
      UTC+06:00
      UTC+07:00
      UTC+08:00
      UTC+10:00
      UTC+12:00
    
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
https:\/\/restcountries.eu\/data\/atg.svg,Antigua and Barbuda,Saint John's,Americas,Caribbean,86295,442.0,
      UTC-04:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/arg.svg,Argentina,Buenos Aires,Americas,South America,43590400,2780400.0,
      UTC-03:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/arm.svg,Armenia,Yerevan,Asia,Western Asia,2994400,29743.0,
      UTC+04:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/abw.svg,Aruba,Oranjestad,Americas,Caribbean,107394,180.0,
      UTC-04:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/aus.svg,Australia,Canberra,Oceania,Australia and New Zealand,24117360,7692024.0,
      UTC+05:00
      UTC+06:30
      UTC+07:00
      UTC+08:00
      UTC+09:30
      UTC+10:00
      UTC+10:30
      UTC+11:30
    
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
https:\/\/restcountries.eu\/data\/aut.svg,Austria,Vienna,Europe,Western Europe,8725931,83871.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/aze.svg,Azerbaijan,Baku,Asia,Western Asia,9730500,86600.0,
      UTC+04:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bhs.svg,Bahamas,Nassau,Americas,Caribbean,378040,13943.0,
      UTC-05:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bhr.svg,Bahrain,Manama,Asia,Western Asia,1404900,765.0,
      UTC+03:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bgd.svg,Bangladesh,Dhaka,Asia,Southern Asia,161006790,147570.0,
      UTC+06:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/brb.svg,Barbados,Bridgetown,Americas,Caribbean,285000,430.0,
      UTC-04:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/blr.svg,Belarus,Minsk,Europe,Eastern Europe,9498700,207600.0,
      UTC+03:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bel.svg,Belgium,Brussels,Europe,Western Europe,11319511,30528.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/blz.svg,Belize,Belmopan,Americas,Central America,370300,22966.0,
      UTC-06:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/ben.svg,Benin,Porto-Novo,Africa,Western Africa,10653654,112622.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bmu.svg,Bermuda,Hamilton,Americas,Northern America,61954,54.0,
      UTC-04:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/btn.svg,Bhutan,Thimphu,Asia,Southern Asia,775620,38394.0,
      UTC+06:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bol.svg,Bolivia (Plurinational State of),Sucre,Americas,South America,10985059,1098581.0,
      UTC-04:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bes.svg,Bonaire, Sint Eustatius and Saba,Kralendijk,Americas,Caribbean,17408,294.0,
      UTC-04:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bih.svg,Bosnia and Herzegovina,Sarajevo,Europe,Southern Europe,3531159,51209.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bwa.svg,Botswana,Gaborone,Africa,Southern Africa,2141206,582000.0,
      UTC+02:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bvt.svg,Bouvet Island,,,,0,49.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bra.svg,Brazil,Brasília,Americas,South America,206135893,8515767.0,
      UTC-05:00
      UTC-04:00
      UTC-03:00
      UTC-02:00
    
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
https:\/\/restcountries.eu\/data\/iot.svg,British Indian Ocean Territory,Diego Garcia,Africa,Eastern Africa,3000,60.0,
      UTC+06:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/umi.svg,United States Minor Outlying Islands,,Americas,Northern America,300,,
      UTC-11:00
      UTC-10:00
      UTC+12:00
    
,,,,,,,
,,,,,,,
,,,,,,,
https:\/\/restcountries.eu\/data\/vgb.svg,Virgin Islands (British),Road Town,Americas,Caribbean,28514,151.0,
      UTC-04:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/vir.svg,Virgin Islands (U.S.),Charlotte Amalie,Americas,Caribbean,114743,346.36,
      UTC-04:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/brn.svg,Brunei Darussalam,Bandar Seri Begawan,Asia,South-Eastern Asia,411900,5765.0,
      UTC+08:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bgr.svg,Bulgaria,Sofia,Europe,Eastern Europe,7153784,110879.0,
      UTC+02:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bfa.svg,Burkina Faso,Ouagadougou,Africa,Western Africa,19034397,272967.0,
      UTC
    
,,,,,,,
https:\/\/restcountries.eu\/data\/bdi.svg,Burundi,Bujumbura,Africa,Eastern Africa,10114505,27834.0,
      UTC+02:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/khm.svg,Cambodia,Phnom Penh,Asia,South-Eastern Asia,15626444,181035.0,
      UTC+07:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/cmr.svg,Cameroon,Yaoundé,Africa,Middle Africa,22709892,475442.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/can.svg,Canada,Ottawa,Americas,Northern America,36155487,9984670.0,
      UTC-08:00
      UTC-07:00
      UTC-06:00
      UTC-05:00
      UTC-04:00
      UTC-03:30
    
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
https:\/\/restcountries.eu\/data\/cpv.svg,Cabo Verde,Praia,Africa,Western Africa,531239,4033.0,
      UTC-01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/cym.svg,Cayman Islands,George Town,Americas,Caribbean,58238,264.0,
      UTC-05:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/caf.svg,Central African Republic,Bangui,Africa,Middle Africa,4998000,622984.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/tcd.svg,Chad,N'Djamena,Africa,Middle Africa,14497000,1284000.0,
      UTC+01:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/chl.svg,Chile,Santiago,Americas,South America,18191900,756102.0,
      UTC-06:00
      UTC-04:00
    
,,,,,,,
,,,,,,,
https:\/\/restcountries.eu\/data\/chn.svg,China,Beijing,Asia,Eastern Asia,1377422166,9640011.0,
      UTC+08:00
    
,,,,,,,
https:\/\/restcountries.eu\/data\/cxr.svg,Christmas Island,Flying Fish Cove,Oceania,Australia and New Zealand,2072,135.0,
      UTC+07:00
    
,,,,,,,
